adm3_en,adm3_pcode,adm2_en,adm2_pcode,adm1_en,adm1_pcode,control,zone_desc,swath,uo_a_code,sp1_hromadas,sp2_hromadas,sp3_hromadas,sp4_hromadas
Verbkivska,UA1212003,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Mezhyritska,UA1212005,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Pavlohradska,UA1212007,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Ternivska,UA1212009,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Troitska,UA1212011,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Yuriivska,UA1212013,Pavlohradskyi,UA1212,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Brahynivska,UA1214001,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Vasylkivska,UA1214003,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Zaitsivska,UA1214009,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Yavornytska,UA1214011,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Raivska,UA1214027,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Rozdorska,UA1214029,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Synelnykivska,UA1214031,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Slavhorodska,UA1214033,Synelnykivskyi,UA1214,Dnipropetrovska,UA12,UA,51+ km (frontline region),50+,UA12_U51P,NA,NA,1,1
Zvanivska,UA1402003,Bakhmutskyi,UA1402,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Siverska,UA1402007,Bakhmutskyi,UA1402,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Soledarska,UA1402009,Bakhmutskyi,UA1402,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Komarska,UA1404007,Volnovaskyi,UA1404,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Druzhkivska,UA1412003,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Illinivska,UA1412005,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Kostiantynivska,UA1412007,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Kramatorska,UA1412009,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Lymanska,UA1412011,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Mykolaivska,UA1412013,Kramatorskyi,UA1412,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Dobropilska,UA1416007,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Kryvorizka,UA1416009,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Myrnohradska,UA1416015,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Pokrovska,UA1416021,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Udachnenska,UA1416025,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Shakhivska,UA1416027,Pokrovskyi,UA1416,Donetska,UA14,UA,0-20 km,0-20km,UA14_U20A,1,1,1,1
Andriivska,UA1412001,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Novodonetska,UA1412015,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Oleksandrivska,UA1412017,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Sviatohirska,UA1412019,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Slovianska,UA1412021,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Cherkaska,UA1412023,Kramatorskyi,UA1412,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Bilozerska,UA1416003,Pokrovskyi,UA1416,Donetska,UA14,UA,21-50 km,20-50km,UA14_U50A,1,NA,1,1
Andrushivska,UA1802001,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Berdychivska,UA1802003,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Vchoraishenska,UA1802005,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Hryshkovetska,UA1802007,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Krasnopilska,UA1802009,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Raihorodotska,UA1802011,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Ruzhynska,UA1802013,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Semenivska,UA1802015,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Chervonenska,UA1802017,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Shvaikivska,UA1802019,Berdychivskyi,UA1802,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Andrushkivska,UA1804001,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Berezivska,UA1804003,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Brusylivska,UA1804005,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Vysokivska,UA1804007,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Vyshevytska,UA1804009,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Vilshanska,UA1804011,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Volytska,UA1804013,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Hlybochytska,UA1804015,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Horodotska,UA1804017,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Zhytomyrska,UA1804019,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Kvitneva,UA1804021,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Kornynska,UA1804023,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Korostyshivska,UA1804025,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Kurnenska,UA1804027,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Liubarska,UA1804029,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Myropilska,UA1804031,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Novoborivska,UA1804033,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Novohuivynska,UA1804035,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Oliivska,UA1804037,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Popilnianska,UA1804039,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Potiivska,UA1804041,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Pulynska,UA1804043,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Radomyshlska,UA1804045,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Romanivska,UA1804047,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Stanyshivska,UA1804049,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Starosiletska,UA1804051,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Teterivska,UA1804053,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Kharytonivska,UA1804055,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Khoroshivska,UA1804057,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Cherniakhivska,UA1804059,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Chudnivska,UA1804061,Zhytomyrskyi,UA1804,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Bilokorovytska,UA1806001,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Hladkovytska,UA1806003,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Horshchykivska,UA1806005,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Irshanska,UA1806007,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Korostenska,UA1806009,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Luhynska,UA1806011,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Malynska,UA1806013,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Narodytska,UA1806015,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Ovrutska,UA1806017,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Olevska,UA1806019,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Slovechanska,UA1806021,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Ushomyrska,UA1806023,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Chopovytska,UA1806025,Korostenskyi,UA1806,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Baranivska,UA1808001,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Barashivska,UA1808003,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Bronykivska,UA1808005,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Horodnytska,UA1808007,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Dovbyska,UA1808009,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Dubrivska,UA1808011,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Yemilchynska,UA1808013,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Zviahelska,UA1808015,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Pishchivska,UA1808017,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Stryivska,UA1808019,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Chyzhivska,UA1808021,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Yarunska,UA1808023,Zviahelskyi,UA1808,Zhytomyrska,UA18,UA,51+ km (not frontline region),50+,UA18_UALL,NA,NA,1,1
Bativska,UA2102001,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Berehivska,UA2102003,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykoberezka,UA2102005,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykobyihanska,UA2102007,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Vylotska,UA2102009,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Vynohradivska,UA2102011,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kamianska,UA2102013,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Korolivska,UA2102015,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kosonska,UA2102017,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Pyiterfolvivska,UA2102019,Berehivskyi,UA2102,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykoluchkivska,UA2104001,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Verkhnokoropetska,UA2104003,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Volovetska,UA2104005,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Horondivska,UA2104007,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Zhdeniivska,UA2104009,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Ivanovetska,UA2104011,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kolchynska,UA2104013,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Mukachivska,UA2104015,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Nelipynska,UA2104017,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Nyzhnovoritska,UA2104019,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Polianska,UA2104021,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Svaliavska,UA2104023,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Chynadiivska,UA2104025,Mukachivskyi,UA2104,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Bohdanska,UA2106001,Rakhivskyi,UA2106,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykobychkivska,UA2106003,Rakhivskyi,UA2106,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Rakhivska,UA2106005,Rakhivskyi,UA2106,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Yasinianska,UA2106007,Rakhivskyi,UA2106,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Bedevlianska,UA2108001,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Bushtynska,UA2108003,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Vilkhovetska,UA2108005,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Dubivska,UA2108007,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Neresnytska,UA2108009,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Solotvynska,UA2108011,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Teresvianska,UA2108013,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Tiachivska,UA2108015,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Uhlianska,UA2108017,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Ust-Chornianska,UA2108019,Tiachivskyi,UA2108,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Baranynska,UA2110001,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykobereznianska,UA2110003,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Velykodobronska,UA2110005,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Dubrynytsko-Malobereznianska,UA2110007,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kostrynska,UA2110009,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Onokivska,UA2110011,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Perechynska,UA2110013,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Serednianska,UA2110015,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Stavnenska,UA2110017,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Siurtivska,UA2110019,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Turie-Remetivska,UA2110021,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Uzhhorodska,UA2110023,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kholmkivska,UA2110025,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Chopska,UA2110027,Uzhhorodskyi,UA2110,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Bilkivska,UA2112001,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Vyshkivska,UA2112003,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Horinchivska,UA2112005,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Dovzhanska,UA2112007,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Drahivska,UA2112009,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Zarichanska,UA2112011,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Irshavska,UA2112013,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Keretskivska,UA2112015,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Kolochavska,UA2112017,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Mizhhirska,UA2112019,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Pylypetska,UA2112021,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Synevyrska,UA2112023,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Khustska,UA2112025,Khustskyi,UA2112,Zakarpatska,UA21,UA,51+ km (not frontline region),50+,UA21_UALL,NA,NA,1,1
Stepnohirska,UA2304021,Vasylivskyi,UA2304,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Bilenkivska,UA2306001,Zaporizkyi,UA2306,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Komyshuvaska,UA2306009,Zaporizkyi,UA2306,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Kushuhumska,UA2306011,Zaporizkyi,UA2306,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Novooleksandrivska,UA2306021,Zaporizkyi,UA2306,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Tavriiska,UA2306029,Zaporizkyi,UA2306,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Vozdvyzhivska,UA2310003,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Huliaipilska,UA2310007,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Malynivska,UA2310011,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Malotokmachanska,UA2310013,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Orikhivska,UA2310017,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Preobrazhenska,UA2310021,Polohivskyi,UA2310,Zaporizka,UA23,UA,0-20 km,0-20km,UA23_U20A,1,1,1,1
Vilnianska,UA2306003,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Dolynska,UA2306005,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Matviivska,UA2306013,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Mykhailivska,UA2306015,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Mykhailo-Lukashivska,UA2306017,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Novomykolaivska,UA2306019,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Pavlivska,UA2306023,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Stepnenska,UA2306027,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
Ternuvatska,UA2306031,Zaporizkyi,UA2306,Zaporizka,UA23,UA,21-50 km (without capital),20-50km,UA23_U50X,1,NA,1,1
